Date;Energía final MWh;Mercado diario €/MWh;Mercado intradiario €/MWh;Restricciones €/MWh;Procesos OS €/MWh;Garantía potencia Pagos capacidad €/MWh;Total €/MWh;Coste s.interrrumpibilidad;Day;Precio cierre Brent;Precio apertura Brent;Precio Máximo Brent;Precio mínimo Brent;Tmax;Tmin;Tmed;Vmax;TPrec
2017-11-13;810377.44;53.13;-0.07;1.18;0.88;2.38;59.33;1.83;Lunes;63.16;63.68;63.77;62.61;15.647587;5.467103;10.588618;24.114958;0.24456307
2017-11-14;829870.25;58.75;0.02;0.7;0.37;2.39;64.08;1.86;Martes;62.21;63.06;63.17;61.21;15.169693;2.6347373;8.822694;15.583361;0.0022803869
2017-11-15;815441.2;65.69;0.06;0.72;0.51;2.46;71.34;1.9;Miércoles;61.87;61.55;62.13;61.3;16.940468;2.2691102;9.496927;11.483267;0.0
2017-11-16;818423.2;67.91;0.04;0.42;1.05;2.44;73.75;1.89;Jueves;61.36;61.88;62.15;61.25;18.28977;3.2411492;10.363556;9.955851;0.0
2017-11-17;807319.9;67.81;0.03;0.32;0.46;2.44;72.95;1.9;Viernes;62.72;61.41;62.92;61.08;18.710964;3.8919137;11.308815;10.5199995;0.0
2017-11-18;726892.3;60.3;0.0;0.61;0.48;1.85;65.13;1.88;Sábado;62.72;61.41;62.92;61.08;18.589233;4.348541;11.348771;11.351272;0.0
2017-11-19;668817.3;60.41;-0.03;0.44;0.61;1.91;65.22;1.89;Domingo;62.72;61.41;62.92;61.08;18.299496;3.624982;10.941594;11.173716;0.0
2017-11-20;789550.7;68.55;0.01;0.45;0.64;2.51;74.07;1.91;Lunes;62.22;62.8;62.8;61.44;18.952682;3.5337327;11.223962;10.130314;0.0
2017-11-21;802820.8;65.52;0.11;0.23;0.6;2.49;70.88;1.93;Martes;62.57;62.1;62.87;62.07;19.481577;3.5168672;11.613218;10.829884;0.0
2017-11-22;809854.75;60.01;0.12;1.15;0.55;2.49;66.24;1.93;Miércoles;63.32;62.78;63.43;62.62;19.10346;3.6374803;11.363095;15.889724;0.7872901
2017-11-23;795885.1;58.3;-0.04;1.04;0.87;2.49;64.61;1.93;Jueves;63.55;63.24;63.57;62.88;19.631346;7.316101;13.544904;15.575051;0.3312085
2017-11-24;768495.75;62.07;0.14;0.61;0.69;2.51;68.0;1.97;Viernes;63.86;63.35;63.95;63.28;19.362555;8.485854;14.06716;14.7762785;2.3504524
2017-11-25;725617.25;55.77;0.11;0.91;0.88;1.87;61.44;1.89;Sábado;63.86;63.35;63.95;63.28;16.563988;6.600805;11.583547;16.450947;1.5509559
2017-11-26;684770.25;56.58;0.01;0.69;1.02;1.89;62.06;1.86;Domingo;63.86;63.35;63.95;63.28;14.6617565;4.127666;9.382194;15.0961075;0.15013863
2017-11-27;789113.94;67.54;0.04;0.28;0.62;2.59;73.03;1.96;Lunes;63.84;63.8;63.99;63.1;13.982877;2.3697321;8.216423;11.163516;0.0
2017-11-28;833529.44;70.54;0.07;0.28;0.63;2.5;75.93;1.91;Martes;63.61;63.78;63.89;63.1;13.282542;3.6519752;8.324886;13.366182;1.6058753
2017-11-29;847893.9;69.69;0.04;0.32;0.59;2.49;75.02;1.89;Miércoles;63.11;63.3;64.07;62.5;12.118624;4.229752;8.124149;16.676886;8.303221
2017-11-30;854546.5;70.85;0.02;0.3;0.47;2.49;76.03;1.89;Jueves;63.57;63.28;64.21;63.21;10.689638;1.2819595;5.930035;17.417927;1.4634445
2017-12-01;870640.94;66.94;-0.08;0.47;0.37;3.19;72.57;1.68;Viernes;63.73;62.74;64.32;62.59;9.677925;0.21479234;4.9327016;23.018164;3.3090143
2017-12-02;811017.56;62.05;0.08;0.6;0.72;1.97;67.06;1.65;Sábado;63.73;62.74;64.32;62.59;8.782499;0.06630906;4.443874;21.324677;1.3201423
2017-12-03;756238.25;61.69;-0.05;0.8;0.7;2.02;66.81;1.66;Domingo;63.73;62.74;64.32;62.59;10.247331;-0.62838846;4.8424087;17.609917;0.11281641
2017-12-04;870496.9;73.74;0.05;0.38;0.55;3.28;79.69;1.69;Lunes;62.45;63.5;63.68;62.31;12.000715;-0.69567174;5.6393356;12.914382;0.11749197
2017-12-05;878270.56;77.7;0.04;0.18;0.74;3.25;83.62;1.7;Martes;62.86;62.45;63.15;62.12;12.599875;-0.5703902;5.87188;11.287111;0.0015202578
2017-12-06;800811.1;76.01;-0.01;0.26;1.18;1.97;81.06;1.66;Miércoles;61.22;62.64;62.93;61.13;12.61396;-0.80092114;5.852764;10.279491;0.0
2017-12-07;806609.44;71.99;0.03;0.28;1.23;3.27;78.5;1.7;Jueves;62.2;61.3;62.26;61.15;12.9740715;0.99916846;7.042089;11.450874;0.8545249
2017-12-08;743290.06;66.7;-0.01;0.42;0.99;2.05;71.84;1.7;Viernes;63.4;62.08;63.64;62.01;13.585264;2.9518206;8.388437;13.869514;2.3879879
2017-12-09;761767.94;69.05;0.01;0.41;0.92;2.0;74.03;1.65;Sábado;63.4;62.08;63.64;62.01;13.788408;5.6705027;9.732202;16.89818;0.88632274
2017-12-10;777883.56;49.28;-0.09;1.19;1.27;1.87;55.06;1.54;Domingo;63.4;62.08;63.64;62.01;14.793004;8.095264;11.4328;29.82854;6.9259515
2017-12-11;848673.94;52.61;0.08;0.99;1.3;3.23;59.88;1.66;Lunes;64.69;63.29;64.93;62.99;13.5664835;4.610314;9.094835;33.84316;10.670037
2017-12-12;856461.2;70.4;0.01;0.28;0.47;3.25;76.11;1.7;Martes;63.34;64.66;65.83;63.07;10.516152;1.3175459;5.9696093;17.065866;0.6778598
2017-12-13;880434.1;70.48;-0.04;0.45;0.49;3.21;76.26;1.68;Miércoles;62.44;63.8;64.32;62.36;11.848324;0.64294946;6.2242885;16.021593;0.40588465
2017-12-14;874509.9;62.04;-0.02;0.56;0.91;3.18;68.34;1.67;Jueves;63.31;62.81;63.5;62.01;13.555922;5.7149925;9.53008;19.46427;1.957829
2017-12-15;839616.8;59.85;0.0;0.61;1.44;3.19;66.76;1.68;Viernes;63.23;63.39;63.68;63.08;13.461062;5.580726;9.543115;23.135263;3.06184
2017-12-16;747605.3;58.42;-0.04;0.72;0.98;2.03;63.83;1.7;Sábado;63.23;63.39;63.68;63.08;11.554072;2.149439;6.855844;18.504995;1.800135
2017-12-17;709569.44;56.91;-0.03;1.0;1.33;2.1;63.03;1.71;Domingo;63.23;63.39;63.68;63.08;11.013713;0.7474287;5.8750257;15.25831;0.28766784
2017-12-18;858056.3;66.52;-0.07;0.64;0.82;3.3;72.92;1.7;Lunes;63.41;63.36;63.91;63.0;11.567233;0.5774379;6.051853;16.024643;0.62131107
2017-12-19;870768.25;64.64;0.03;0.67;0.55;3.21;70.79;1.68;Martes;63.8;63.41;63.91;63.3;13.139602;2.5136693;7.9093733;18.653315;0.27325097
2017-12-20;863352.6;67.8;-0.02;0.65;0.46;3.25;73.85;1.7;Miércoles;64.56;63.83;64.6;63.67;12.845814;1.290812;7.1273785;12.452052;0.0
2017-12-21;828494.56;66.53;-0.01;0.43;0.59;3.31;72.57;1.74;Jueves;64.9;64.49;64.93;64.2;14.232835;2.2959273;8.262817;11.84412;0.0
2017-12-22;804626.2;60.86;-0.08;0.66;0.87;3.29;67.33;1.73;Viernes;65.25;64.63;65.28;64.38;14.469283;2.2692256;8.332536;12.88346;0.014537944
2017-12-23;699855.0;55.6;-0.18;1.06;0.89;2.21;61.34;1.75;Sábado;65.25;64.63;65.28;64.38;13.458387;2.354685;8.082552;13.658545;0.04790811
2017-12-24;640082.1;52.82;0.06;1.37;1.18;2.35;59.53;1.75;Domingo;65.25;64.63;65.28;64.38;13.733364;2.4811623;8.242792;11.849964;0.0
2017-12-25;614965.75;47.05;-0.23;3.08;1.15;2.31;55.04;1.69;Lunes;65.25;64.63;65.28;64.38;11.575391;2.222008;6.8090672;15.689942;1.2631649
2017-12-26;718641.5;46.03;-0.08;2.1;1.24;3.38;54.38;1.71;Martes;67.02;65.2;67.1;65.0;11.255078;4.266112;7.929527;24.501465;2.8201864
2017-12-27;772417.25;41.75;-0.08;2.14;1.15;3.28;49.92;1.68;Miércoles;66.44;66.76;66.94;66.03;11.857593;5.886714;8.81955;33.69979;4.793695
2017-12-28;757542.94;48.08;-0.05;1.98;1.28;3.29;56.28;1.7;Jueves;66.72;66.43;66.85;66.23;14.284557;6.061735;10.098506;24.980219;1.9445257
2017-12-29;734500.6;47.33;-0.04;2.29;0.81;3.28;55.36;1.7;Viernes;66.87;66.15;66.98;66.15;15.625152;7.8088765;11.775353;21.08568;0.920257
2017-12-30;695180.1;35.72;-0.05;3.08;1.89;2.04;44.32;1.63;Sábado;66.87;66.15;66.98;66.15;17.649937;7.3370214;12.583216;16.696226;0.013055957
2017-12-31;683284.8;16.61;-0.08;3.26;2.13;2.11;25.6;1.57;Domingo;66.87;66.15;66.98;66.15;14.739468;5.3402486;10.246832;27.031883;2.11536
2018-01-01;638053.9;8.23;-0.05;5.13;2.51;2.09;19.04;1.14;Lunes;66.87;66.15;66.98;66.15;14.033885;4.6860614;9.303229;26.507875;1.4183936
2018-01-02;750732.5;39.69;-0.07;2.84;1.26;3.33;48.29;1.23;Martes;66.57;66.55;67.29;66.24;15.312886;6.676645;10.856009;20.8299;1.4365631
2018-01-03;775350.3;39.53;0.01;1.97;1.55;3.25;47.55;1.24;Miércoles;67.84;66.54;68.03;66.4;17.18073;9.462401;13.358572;19.436337;0.42906356
2018-01-04;779099.56;37.67;0.03;1.79;1.23;3.21;45.16;1.24;Jueves;68.07;67.89;68.27;67.62;16.785925;9.4209795;13.226111;21.102102;0.17026198
2018-01-05;744898.6;42.88;0.09;1.53;1.54;3.2;50.47;1.24;Viernes;67.62;67.97;68.11;67.26;14.3869915;6.4499874;10.3463;23.214308;4.3533287
2018-01-06;646888.0;46.28;-0.09;2.13;0.86;2.12;52.56;1.26;Sábado;67.62;67.97;68.11;67.26;10.070559;2.738927;6.342968;20.558086;9.7629385
2018-01-07;684053.44;46.68;0.0;2.81;0.57;2.14;53.45;1.26;Domingo;67.62;67.97;68.11;67.26;8.282793;1.7839713;5.09271;17.509598;6.0635576
2018-01-08;798886.25;66.27;0.1;0.27;0.64;3.5;72.09;1.31;Lunes;67.78;67.8;67.99;67.44;9.703189;0.98716944;5.557576;12.664932;1.5586689
2018-01-09;850862.8;59.33;-0.06;0.52;0.76;3.4;65.24;1.29;Martes;68.82;68.0;69.29;67.7;8.788886;0.4649714;4.6638737;17.081354;1.9434927
2018-01-10;834974.6;54.3;-0.01;0.99;0.59;3.37;60.53;1.29;Miércoles;69.2;69.12;69.37;68.75;11.584603;4.084943;7.792009;24.120535;2.690562
2018-01-11;857258.56;51.91;-0.04;0.8;0.79;3.26;57.98;1.25;Jueves;69.26;69.15;70.05;69.0;10.48734;3.8595102;7.325111;25.063303;2.389918
2018-01-12;830209.6;60.87;-0.05;0.4;0.47;3.35;66.32;1.29;Viernes;69.87;69.15;69.93;68.59;11.418897;1.3361069;6.4811807;15.281568;0.14185086
2018-01-13;751747.44;55.92;-0.08;0.45;0.45;2.15;60.18;1.3;Sábado;69.87;69.15;69.93;68.59;9.216881;1.6029054;5.379517;15.7501955;3.7490883
2018-01-14;709518.06;53.95;-0.01;0.84;0.54;2.16;58.76;1.28;Domingo;69.87;69.15;69.93;68.59;9.354839;2.54839;5.9063067;14.404296;2.4977202
2018-01-15;832692.25;58.83;-0.01;0.43;0.6;3.42;64.56;1.29;Lunes;70.26;69.88;70.37;69.55;10.793097;1.1910139;5.982764;15.333666;0.40578827
2018-01-16;855759.8;52.57;-0.07;0.91;0.44;3.26;58.36;1.25;Martes;69.15;70.05;70.13;68.83;14.998967;3.8631117;9.402929;17.67447;0.17067179
2018-01-17;837853.44;53.32;-0.04;0.82;0.53;3.25;59.13;1.25;Miércoles;69.38;69.35;69.59;68.55;15.426136;4.407943;9.992819;20.203102;0.3463353
2018-01-18;808245.8;58.22;-0.03;0.48;0.5;3.37;63.84;1.3;Jueves;69.31;69.53;69.63;68.8;14.682367;2.575128;8.54736;13.513089;0.0013195876
2018-01-19;798447.3;55.67;-0.05;0.61;0.4;3.38;61.32;1.31;Viernes;68.61;69.01;69.08;68.28;14.655359;3.91253;9.336641;15.02956;0.48421425
2018-01-20;763005.4;48.06;-0.04;1.22;0.96;1.94;53.34;1.22;Sábado;68.61;69.01;69.08;68.28;15.236106;3.8547914;9.581479;18.92753;0.16931272
2018-01-21;718744.9;43.62;0.11;1.22;1.25;1.9;49.29;1.18;Domingo;68.61;69.01;69.08;68.28;17.602968;7.578803;12.614284;18.839966;0.2937464
2018-01-22;788298.56;54.53;0.02;0.47;0.57;3.31;60.16;1.26;Lunes;69.03;68.8;69.51;68.39;17.32427;6.347448;11.793757;14.777731;0.22765774
2018-01-23;785025.25;58.48;-0.03;0.28;0.37;3.34;63.73;1.3;Martes;69.96;69.17;70.24;69.12;16.757427;5.045926;10.852869;11.537399;0.034843434
2018-01-24;793190.2;56.65;0.02;0.26;0.33;3.32;61.86;1.29;Miércoles;70.53;69.97;70.94;69.54;16.232883;4.000584;10.021314;12.938427;0.36548525
2018-01-25;789930.8;53.8;-0.01;0.64;0.53;3.4;59.68;1.31;Jueves;70.42;70.95;71.28;69.97;12.281488;4.47728;8.427122;18.366255;3.9663062
2018-01-26;822056.2;49.62;-0.03;0.93;0.75;3.33;55.87;1.28;Viernes;70.52;70.07;70.83;70.05;10.178364;3.7864697;7.0305343;24.06485;8.05561
2018-01-27;737915.56;49.1;-0.06;0.88;0.91;2.05;54.16;1.28;Sábado;70.52;70.07;70.83;70.05;11.372233;2.834159;7.17627;21.002657;0.81961024
2018-01-28;680850.2;49.54;-0.05;1.01;0.9;2.11;54.8;1.29;Domingo;70.52;70.07;70.83;70.05;13.65107;3.294364;8.435872;22.06085;5.3937426
2018-01-29;776273.94;55.33;-0.03;0.4;0.43;3.45;60.89;1.31;Lunes;69.46;70.47;70.64;69.07;15.253476;3.5838068;9.54388;16.218462;0.011799479
2018-01-30;791320.7;54.82;0.0;0.39;0.29;3.41;60.23;1.32;Martes;69.02;69.3;69.39;68.4;14.4560995;3.1635134;8.773629;13.009746;0.0
2018-01-31;789850.4;57.45;0.03;0.23;0.24;3.4;62.66;1.31;Miércoles;69.05;68.43;69.15;68.33;14.712833;2.7276857;8.702677;13.912104;0.04150598
2018-02-01;811177.4;54.55;-0.03;0.81;0.41;3.41;60.54;1.39;Jueves;69.65;69.0;69.97;68.81;11.331971;2.6956682;7.041949;21.695745;3.8205028
2018-02-02;832491.5;51.49;-0.01;0.89;0.6;3.36;57.68;1.37;Viernes;68.58;70.0;70.02;67.96;8.839401;1.2633183;5.1655507;22.778366;2.7246776
2018-02-03;765668.0;49.46;0.06;1.0;0.58;2.06;54.49;1.34;Sábado;68.58;70.0;70.02;67.96;10.782782;0.5471854;5.6042047;21.922722;2.664063
2018-02-04;708998.75;53.46;0.01;0.69;0.7;2.21;58.45;1.38;Domingo;68.58;70.0;70.02;67.96;7.8298635;2.120106;5.0553374;18.321075;6.8147726
2018-02-05;841406.1;56.32;-0.03;0.77;0.52;3.46;62.42;1.38;Lunes;67.62;68.15;68.46;66.9;7.0662136;2.0528271;4.5587373;17.446287;8.445543
2018-02-06;869326.75;54.64;0.09;1.24;0.57;3.35;61.24;1.35;Martes;66.86;67.02;67.6;66.53;7.9918246;1.3286268;4.6300116;18.953402;1.9325155
2018-02-07;878142.3;57.22;0.09;0.78;0.67;3.35;63.46;1.35;Miércoles;65.51;67.2;67.72;65.16;8.062037;-0.47056034;3.7909968;17.345512;1.018684
2018-02-08;888841.56;63.75;-0.06;0.28;0.84;3.33;69.49;1.35;Jueves;64.81;65.28;65.6;64.1;8.494392;-1.5793508;3.4990013;15.297116;0.5474226
2018-02-09;872469.94;61.47;-0.05;0.59;0.47;3.35;67.19;1.36;Viernes;62.79;64.44;64.64;61.77;9.57909;-1.7839646;3.8829465;17.318573;1.0449046
2018-02-10;785482.8;51.62;-0.05;0.73;0.84;2.08;56.55;1.33;Sábado;62.79;64.44;64.64;61.77;10.724581;1.3717853;6.0851626;19.740614;0.51960295
2018-02-11;732735.94;49.55;-0.04;0.84;0.79;2.05;54.49;1.3;Domingo;62.79;64.44;64.64;61.77;14.350746;1.5829723;8.224733;20.43691;2.0556726
2018-02-12;833607.9;56.6;0.03;0.62;0.42;3.39;62.42;1.36;Lunes;62.59;62.5;64.4;62.5;11.180947;2.031233;6.549885;20.088263;2.7868488
2018-02-13;851673.4;52.27;-0.06;1.03;0.51;3.36;58.48;1.36;Martes;62.72;62.85;63.1;61.76;10.765912;-0.6270877;5.03955;23.154627;1.8140476
2018-02-14;865061.2;48.97;-0.03;1.06;0.5;3.26;55.08;1.33;Miércoles;64.36;62.84;64.58;61.95;13.162111;4.638915;8.966844;18.932795;0.7145727
2018-02-15;830811.75;55.49;-0.1;0.59;0.67;3.26;61.26;1.34;Jueves;64.33;64.44;65.15;63.12;16.583328;6.0591407;11.532767;14.394441;0.79990596
2018-02-16;800104.06;60.21;-0.09;0.63;0.3;3.28;65.7;1.36;Viernes;64.84;64.66;65.22;64.19;16.736187;6.7590637;11.828033;12.798169;1.5767261
2018-02-17;726538.2;51.05;0.13;0.81;0.62;1.97;55.9;1.33;Sábado;64.84;64.66;65.22;64.19;14.956486;5.434967;10.322352;16.926704;0.7015509
2018-02-18;678682.44;51.54;-0.11;1.28;0.47;2.01;56.51;1.34;Domingo;64.84;64.66;65.22;64.19;14.135651;3.3674278;8.868747;15.638789;0.37978023
2018-02-19;787256.56;57.4;0.08;0.75;0.4;3.36;63.35;1.36;Lunes;65.67;64.96;65.9;64.84;14.558903;5.363025;10.088967;15.349757;1.653245
2018-02-20;825942.0;52.87;-0.1;1.01;0.6;3.18;58.87;1.31;Martes;65.25;65.64;65.81;64.78;15.726282;5.6687427;10.764281;20.311632;0.94262344
2018-02-21;828218.4;50.32;0.04;0.98;0.49;3.2;56.33;1.31;Miércoles;65.42;65.05;65.53;64.4;12.8953285;3.2566476;8.115944;24.308598;0.46835503
2018-02-22;834070.44;54.1;-0.08;0.92;0.49;3.23;59.99;1.33;Jueves;66.39;64.91;66.56;64.62;11.5776005;-0.3773709;5.5493765;18.136665;0.0
2018-02-23;820074.06;58.36;-0.01;0.62;0.57;3.31;64.21;1.36;Viernes;67.31;66.3;67.37;65.79;11.553863;-1.3936538;5.2010307;14.597802;0.0
2018-02-24;731881.5;59.65;0.04;0.5;0.36;2.05;63.97;1.36;Sábado;67.31;66.3;67.37;65.79;12.668966;-1.2427486;5.8028326;13.644849;0.0
2018-02-25;686281.3;58.23;-0.04;0.79;0.56;2.04;62.92;1.34;Domingo;67.31;66.3;67.37;65.79;15.150454;0.613016;7.893971;14.074033;0.051609278
2018-02-26;837887.6;59.88;0.01;1.09;0.58;3.26;66.13;1.31;Lunes;67.5;67.29;67.9;66.72;15.208601;1.0273924;8.008679;18.91694;0.5687159
2018-02-27;895582.1;65.04;-0.03;0.92;0.84;3.19;71.26;1.29;Martes;66.63;67.57;67.61;66.32;8.490636;2.3531265;5.4587946;18.8028;4.3293653
2018-02-28;870344.06;58.0;0.05;1.56;1.13;3.21;65.27;1.31;Miércoles;65.78;66.41;66.87;65.43;10.228308;3.446161;6.6179266;22.816975;13.500771
2018-03-01;865271.8;52.14;-0.06;1.87;1.01;2.51;58.72;1.26;Jueves;63.83;64.57;65.04;63.19;13.807136;6.1076493;10.009655;34.916374;13.25217
2018-03-02;875438.75;51.26;0.0;1.72;0.95;2.46;57.64;1.24;Viernes;64.37;64.07;64.64;63.2;12.667459;5.3979826;9.162645;31.676487;12.538462
2018-03-03;773503.6;44.65;0.01;2.06;1.26;1.89;51.08;1.22;Sábado;64.37;64.07;64.64;63.2;15.105052;6.8940616;10.916276;26.551912;3.9993932
2018-03-04;699684.25;44.7;-0.09;2.26;0.62;1.94;50.67;1.24;Domingo;64.37;64.07;64.64;63.2;14.831788;6.6628056;10.652005;22.328457;6.903216
2018-03-05;823465.1;52.21;-0.05;1.8;1.12;2.52;58.87;1.26;Lunes;65.54;64.65;65.88;64.1;12.704381;6.0883822;9.3535385;26.729204;6.839316
2018-03-06;840441.1;50.73;-0.08;2.37;0.63;2.48;57.39;1.27;Martes;65.79;65.74;66.16;65.3;13.436243;5.0849376;9.2895975;26.563858;2.1744132
2018-03-07;808291.3;52.08;-0.02;2.23;0.89;2.53;59.02;1.3;Miércoles;64.34;65.23;65.8;63.83;13.911297;3.3488135;8.613361;19.683208;1.5394948
2018-03-08;786861.8;48.56;0.01;2.88;0.53;2.59;55.9;1.33;Jueves;63.61;64.51;64.56;63.43;15.099894;5.9318266;10.539474;18.756243;3.6758049
2018-03-09;794629.94;43.57;-0.03;3.34;0.76;2.5;51.43;1.3;Viernes;65.49;63.93;65.63;63.69;16.934368;8.732439;12.903976;23.60145;4.713671
2018-03-10;767554.7;32.21;0.04;2.8;0.89;1.77;38.9;1.19;Sábado;65.49;63.93;65.63;63.69;17.65084;9.37769;13.518954;27.209705;8.582821
2018-03-11;759607.06;7.89;0.01;2.7;1.41;1.73;14.84;1.12;Domingo;65.49;63.93;65.63;63.69;14.388141;7.84059;11.081266;34.389202;3.753795
2018-03-12;816351.0;39.87;-0.06;2.76;0.86;2.41;47.07;1.24;Lunes;64.95;65.5;65.86;64.18;15.390504;6.9148216;11.241319;25.1613;0.55055773
2018-03-13;788674.5;49.46;-0.01;3.65;1.16;2.5;58.07;1.31;Martes;64.64;64.92;65.68;64.05;16.103575;6.9904485;11.680301;18.486862;0.9812546
2018-03-14;836739.5;38.08;0.15;4.29;0.72;2.4;46.89;1.25;Miércoles;64.89;64.73;65.21;64.06;15.324281;6.73378;11.159745;28.783585;9.216291
2018-03-15;846981.8;34.4;0.09;3.57;0.83;2.34;42.45;1.22;Jueves;65.12;64.9;65.38;64.61;14.807364;7.1188707;10.939597;27.77548;4.3917294
2018-03-16;815071.5;46.12;0.0;3.3;1.21;2.41;54.3;1.26;Viernes;66.21;65.07;66.42;64.88;13.875027;4.522354;9.140164;22.60104;1.3756533
2018-03-17;754918.6;45.99;-0.05;2.68;0.96;1.88;52.69;1.24;Sábado;66.21;65.07;66.42;64.88;11.763246;3.6968942;7.7610483;26.410149;8.301402
2018-03-18;724157.0;39.49;0.0;3.63;0.58;1.84;46.73;1.19;Domingo;66.21;65.07;66.42;64.88;13.094079;4.439185;8.88664;22.286581;2.646094
2018-03-19;827390.75;45.93;-0.06;3.19;0.59;2.47;53.36;1.24;Lunes;66.05;66.01;66.39;65.39;12.152421;3.2484822;7.7594233;29.940243;4.728166
2018-03-20;879169.44;39.14;-0.01;3.18;0.55;2.45;46.56;1.24;Martes;67.42;66.15;67.88;66.15;10.642408;2.2530296;6.5011544;28.052181;2.5076742
2018-03-21;864757.56;46.15;-0.06;2.95;0.71;2.45;53.45;1.26;Miércoles;69.47;67.61;69.86;67.48;12.045755;1.4854298;6.894168;24.807669;0.069105
2018-03-22;843228.06;54.5;-0.07;2.09;1.2;2.47;61.47;1.27;Jueves;68.91;69.63;69.7;68.58;13.864251;0.3645066;7.2420187;19.988081;0.040944126
2018-03-23;846175.4;46.92;-0.05;2.06;0.96;2.46;53.63;1.27;Viernes;70.45;69.11;70.57;68.87;15.353615;3.8030813;9.472402;26.770597;2.748312
2018-03-24;821678.9;23.17;0.04;2.6;1.23;1.81;30.03;1.17;Sábado;70.45;69.11;70.57;68.87;11.686341;5.153595;8.434299;33.966904;8.840662
2018-03-25;674144.44;43.34;-0.1;2.49;0.91;1.97;49.86;1.25;Domingo;70.45;69.11;70.57;68.87;12.994423;5.4301744;9.253408;22.580027;2.9298887
2018-03-26;789115.75;51.02;-0.11;2.49;0.95;2.57;58.2;1.29;Lunes;70.12;70.43;71.05;69.67;15.632656;4.099883;9.8952265;18.858992;0.71598536
2018-03-27;778900.9;47.32;-0.03;2.2;0.64;2.5;53.92;1.29;Martes;70.11;70.13;71.03;69.45;19.524267;5.8087945;12.839239;18.732243;0.14284863
2018-03-28;772664.3;44.72;-0.06;1.8;0.58;2.41;50.71;1.25;Miércoles;69.53;69.72;70.25;68.78;20.841759;7.1730623;14.187623;20.576017;0.8862613
2018-03-29;708259.5;27.66;0.03;3.01;1.12;2.37;35.4;1.21;Jueves;70.27;69.86;70.44;69.1;16.708088;7.4607654;12.187223;22.727997;0.91149634
2018-03-30;705286.25;4.55;-0.04;3.58;1.91;2.24;13.38;1.14;Viernes;70.27;69.86;70.44;69.1;14.129399;5.589409;9.892737;29.697767;2.1748853
2018-03-31;710918.56;12.77;0.02;3.81;1.73;1.83;21.33;1.17;Sábado;70.27;69.86;70.44;69.1;14.88313;5.027708;9.952359;29.372799;1.1009747
2018-04-01;645138.56;26.11;0.2;3.47;1.43;1.87;34.43;1.35;Domingo;70.27;69.86;70.44;69.1;18.242924;3.907781;11.22737;18.407806;0.01837696
2018-04-02;702977.8;28.73;0.02;3.46;1.03;2.4;37.01;1.36;Lunes;67.64;69.32;70.04;67.49;18.500462;7.6110334;13.117196;20.959816;0.9517916
2018-04-03;773314.25;31.91;0.0;2.54;0.7;2.4;38.94;1.39;Martes;68.12;67.63;68.46;67.62;18.472345;8.722975;13.658418;26.371508;1.5351003
2018-04-04;793480.06;31.35;-0.02;3.34;0.56;2.33;38.95;1.37;Miércoles;68.02;68.15;68.28;66.69;17.947647;8.274839;13.175216;26.464035;1.4030591
2018-04-05;740835.94;48.19;-0.25;1.88;1.09;2.42;54.78;1.44;Jueves;68.33;68.36;68.93;67.73;19.832632;6.23799;13.096997;18.82411;0.004665196
2018-04-06;765814.8;37.98;0.01;2.69;0.69;2.36;45.14;1.41;Viernes;67.11;68.09;68.62;66.86;19.062098;8.054741;13.551255;22.461765;2.4198515
2018-04-07;677038.2;41.87;0.0;2.82;0.64;1.89;48.67;1.46;Sábado;67.11;68.09;68.62;66.86;15.026422;8.369027;11.833073;22.329897;4.6897287
2018-04-08;668445.0;33.81;-0.03;3.39;1.16;1.8;41.48;1.36;Domingo;67.11;68.09;68.62;66.86;15.2407255;6.871171;11.133276;22.385977;4.673431
2018-04-09;730450.06;50.39;-0.07;2.58;0.52;2.56;57.46;1.48;Lunes;68.65;67.1;68.8;67.0;13.564869;5.4978166;9.605975;23.776148;3.2258334
2018-04-10;779571.9;47.21;-0.07;2.22;0.72;2.54;54.1;1.47;Martes;71.04;68.46;71.34;68.46;12.037695;4.527412;8.358755;27.068214;12.3435135
2018-04-11;813585.5;41.16;0.02;2.45;0.94;2.46;48.44;1.42;Miércoles;72.06;71.03;73.09;70.57;12.289247;5.003927;8.67917;28.138546;10.917944
2018-04-12;786996.7;48.81;0.0;1.89;1.5;2.49;56.14;1.45;Jueves;72.02;72.09;72.49;71.1;14.643855;6.237309;10.567678;22.921366;5.6321464
2018-04-13;760006.8;59.42;-0.22;1.12;1.56;2.54;65.9;1.49;Viernes;72.58;71.94;72.88;71.56;14.449519;6.115673;10.414844;16.615255;4.066047
2018-04-14;677826.0;50.13;-0.1;1.99;0.47;1.91;55.85;1.46;Sábado;72.58;71.94;72.88;71.56;16.958254;6.2968817;11.726199;16.6105;1.5404906
2018-04-15;656093.25;38.17;-0.14;3.35;0.84;1.83;45.43;1.39;Domingo;72.58;71.94;72.88;71.56;18.863354;7.9539475;13.652492;19.889587;1.4884721
2018-04-16;745920.44;48.88;-0.11;2.78;0.66;2.46;56.11;1.44;Lunes;71.42;72.7;72.85;71.11;17.84842;8.335778;13.194255;21.245188;2.8105211
2018-04-17;729572.06;52.35;-0.07;2.13;1.22;2.43;59.54;1.47;Martes;71.58;71.65;71.89;70.83;22.49568;7.5445538;14.983045;14.362602;0.0
